Time,SoC
1.72805e+09,99
1.72805e+09,99
1.72805e+09,98
1.72805e+09,94
1.72805e+09,92
1.72805e+09,92
1.72805e+09,92
1.72805e+09,92
1.72805e+09,92
1.72805e+09,92
1.72805e+09,92
1.72806e+09,91
1.72806e+09,91
1.72806e+09,91
1.72806e+09,89
1.72806e+09,87
1.72806e+09,87
1.72806e+09,87
1.72806e+09,86
1.72806e+09,86
1.72806e+09,85
1.72806e+09,84
1.72806e+09,84
1.72806e+09,84
1.72806e+09,84
1.72806e+09,84
1.72806e+09,83
1.72806e+09,83
1.72807e+09,83
1.72807e+09,83
1.72807e+09,82
1.72807e+09,82
1.72807e+09,81
1.72807e+09,81
1.72807e+09,81
1.72808e+09,81
1.72808e+09,80
1.72809e+09,80
1.72809e+09,80
1.72809e+09,80
1.72809e+09,80
1.72809e+09,79
1.72809e+09,79
1.72809e+09,79
1.72809e+09,76
1.72809e+09,75
1.72809e+09,74
1.72809e+09,73
1.72809e+09,73
1.72809e+09,72
1.72809e+09,69
1.72809e+09,69
1.72809e+09,67
1.72809e+09,68
1.72809e+09,68
1.72809e+09,70
1.72809e+09,71
1.72809e+09,72
1.72809e+09,72
1.72809e+09,72
1.72809e+09,73
1.72809e+09,74
1.72823e+09,74
1.72823e+09,74
1.72823e+09,73
1.72823e+09,68
1.72823e+09,67
1.72823e+09,67
1.72823e+09,67
1.72823e+09,65
1.72823e+09,65
1.72823e+09,64
1.72823e+09,63
1.72823e+09,61
1.72823e+09,61
1.72824e+09,59
1.72824e+09,57
1.72824e+09,57
1.72824e+09,57
1.72824e+09,56
1.72824e+09,56
1.72824e+09,56
1.72824e+09,56
1.72824e+09,56
1.72824e+09,55
1.72824e+09,54
1.72824e+09,53
1.72824e+09,53
1.72825e+09,53
1.72825e+09,53
1.72825e+09,52
1.72825e+09,51
1.72826e+09,51
1.72826e+09,50
1.72826e+09,49
1.72826e+09,49
1.72826e+09,48
1.72826e+09,47
1.72826e+09,45
1.72826e+09,44
1.72826e+09,43
1.72826e+09,43
1.72826e+09,43
1.72826e+09,43
1.72826e+09,43
1.72826e+09,43
1.72826e+09,43
1.72826e+09,40
1.72827e+09,39
1.72827e+09,39
1.72827e+09,39
1.72827e+09,39
1.72827e+09,35
1.72827e+09,35
1.72827e+09,34
1.72827e+09,34
1.72827e+09,34
1.72827e+09,34
1.72827e+09,33
1.72827e+09,33
1.72827e+09,33
1.72827e+09,33
1.72827e+09,33
1.72827e+09,33
1.72827e+09,33
1.72827e+09,33
1.72827e+09,33
1.72827e+09,32
1.72827e+09,32
1.72827e+09,32
1.72827e+09,32
1.72827e+09,31
1.72827e+09,31
1.72827e+09,29
1.72827e+09,27
1.72827e+09,26
1.72827e+09,27
1.72827e+09,28
1.72827e+09,28
1.72827e+09,28
1.72827e+09,28
1.72827e+09,29
1.72827e+09,30
1.72827e+09,30
1.72827e+09,30
1.72827e+09,31
1.72827e+09,32
1.72827e+09,32
1.72827e+09,33
1.72827e+09,33
1.72827e+09,33
1.72827e+09,35
1.72828e+09,36
1.72828e+09,37
1.72828e+09,39
1.72828e+09,41
1.72828e+09,41
1.72828e+09,44
1.72828e+09,45
1.72828e+09,45
1.72828e+09,45
1.72828e+09,46
1.72828e+09,47
1.72828e+09,49
1.72828e+09,49
1.72828e+09,50
1.72828e+09,50
1.72828e+09,51
1.72828e+09,51
1.72828e+09,51
1.72828e+09,51
1.72828e+09,52
1.72828e+09,53
1.72828e+09,54
1.72828e+09,54
1.72828e+09,55
1.72828e+09,57
1.72828e+09,58
1.72828e+09,59
1.72828e+09,59
1.72828e+09,59
1.72828e+09,60
1.72828e+09,60
1.72828e+09,60
1.72828e+09,60
1.72828e+09,60
1.72828e+09,62
1.72828e+09,63
1.72828e+09,65
1.72828e+09,66
1.72828e+09,66
1.72828e+09,67
1.72829e+09,68
1.72829e+09,69
1.72829e+09,71
1.72829e+09,71
1.72829e+09,72
1.72829e+09,72
1.72829e+09,73
1.72829e+09,73
1.72829e+09,74
1.72829e+09,76
1.72829e+09,77
1.72829e+09,78
1.72829e+09,79
1.72829e+09,79
1.72829e+09,79
1.72829e+09,80
1.72829e+09,80
1.72829e+09,82
1.72829e+09,82
1.72829e+09,84
1.72829e+09,84
1.72829e+09,85
1.72829e+09,85
1.72829e+09,87
1.72829e+09,88
1.72829e+09,89
1.72829e+09,90
1.72829e+09,90
1.72829e+09,91
1.72829e+09,92
1.72829e+09,93
1.72829e+09,94
1.72829e+09,95
1.72829e+09,95
1.72829e+09,96
