Time,SoC,Current,Voltage
1.72803e+09,41.8
1.72803e+09,40.6
1.72804e+09,42.4
1.72804e+09,41.2
1.72804e+09,41.8
1.72804e+09,41.8
1.72805e+09,42.4
1.72805e+09,42.4
1.72805e+09,114.4
1.72805e+09,185.8
1.72805e+09,185.8
1.72805e+09,189.4
1.72805e+09,202.6
1.72805e+09,214.6
1.72805e+09,217
1.72805e+09,221.8
1.72805e+09,71.8
1.72805e+09,-77.6
1.72805e+09,-74
1.72805e+09,-71
1.72805e+09,-67.4
1.72805e+09,-48.2
1.72805e+09,-15.2
1.72805e+09,74.8
1.72805e+09,16
1.72805e+09,9.4
1.72805e+09,5.8
1.72805e+09,4.6
1.72805e+09,71.8
1.72805e+09,91.6
1.72805e+09,40
1.72805e+09,56.8
1.72805e+09,56.8
1.72805e+09,21.4
1.72805e+09,21.4
1.72805e+09,19
1.72805e+09,17.8
1.72805e+09,17.2
1.72805e+09,16
1.72805e+09,15.4
1.72805e+09,35.2
1.72805e+09,52.6
1.72805e+09,33.4
1.72805e+09,64.6
1.72805e+09,43
1.72805e+09,51.4
1.72805e+09,20.2
1.72805e+09,64
1.72805e+09,124
1.72805e+09,95.8
1.72805e+09,47.2
1.72805e+09,118
1.72805e+09,81.4
1.72805e+09,68.2
1.72805e+09,74.8
1.72805e+09,74.8
1.72805e+09,94.6
1.72805e+09,86.8
1.72805e+09,76.6
1.72805e+09,71.8
1.72805e+09,51.4
1.72805e+09,77.8
1.72805e+09,100
1.72805e+09,115.6
1.72805e+09,119.2
1.72805e+09,94.6
1.72805e+09,46
1.72805e+09,68.8
1.72805e+09,85.6
1.72805e+09,83.8
1.72805e+09,76
1.72805e+09,55.6
1.72805e+09,10.6
1.72805e+09,94
1.72805e+09,122.2
1.72805e+09,78.4
1.72805e+09,85.6
1.72805e+09,68.2
1.72805e+09,30.4
1.72805e+09,-11
1.72805e+09,18.4
1.72805e+09,17.8
1.72805e+09,17.8
1.72805e+09,17.2
1.72805e+09,17.2
1.72805e+09,28.6
1.72805e+09,92.8
1.72805e+09,9.4
1.72805e+09,100.6
1.72805e+09,28.6
1.72805e+09,11.8
1.72805e+09,21.4
1.72805e+09,19
1.72805e+09,17.2
1.72805e+09,16.6
1.72805e+09,16
1.72805e+09,16
1.72805e+09,16
1.72805e+09,14.8
1.72805e+09,15.4
1.72805e+09,14.8
1.72805e+09,14.8
1.72805e+09,14.2
1.72805e+09,14.8
1.72805e+09,14.2
1.72805e+09,13.6
1.72805e+09,13.6
1.72805e+09,13.6
1.72805e+09,13.6
1.72805e+09,13.6
1.72805e+09,13.6
1.72805e+09,13
1.72805e+09,12.4
1.72805e+09,13
1.72805e+09,19
1.72806e+09,41.2
1.72806e+09,8.8
1.72806e+09,28.6
1.72806e+09,16
1.72806e+09,14.8
1.72806e+09,14.2
1.72806e+09,14.8
1.72806e+09,88.6
1.72806e+09,12.4
1.72806e+09,12.4
1.72806e+09,13.6
1.72806e+09,14.8
1.72806e+09,13.6
1.72806e+09,13
1.72806e+09,14.8
1.72806e+09,89.8
1.72806e+09,11.2
1.72806e+09,10.6
1.72806e+09,137.2
1.72806e+09,4
1.72806e+09,6.4
1.72806e+09,7.6
1.72806e+09,8.8
1.72806e+09,13.6
1.72806e+09,19
1.72806e+09,12.4
1.72806e+09,24.4
1.72806e+09,7
1.72806e+09,90.4
1.72806e+09,56.2
1.72806e+09,32.8
1.72806e+09,15.4
1.72806e+09,10
1.72806e+09,14.8
1.72806e+09,77.8
1.72806e+09,11.2
1.72806e+09,21.4
1.72806e+09,107.8
1.72806e+09,14.2
1.72806e+09,23.8
1.72806e+09,21.4
1.72806e+09,66.4
1.72806e+09,83.8
1.72806e+09,68.8
1.72806e+09,12.4
1.72806e+09,47.2
1.72806e+09,70.6
1.72806e+09,73
1.72806e+09,78.4
1.72806e+09,54.4
1.72806e+09,62.8
1.72806e+09,59.2
1.72806e+09,66.4
1.72806e+09,106.6
1.72806e+09,120.4
1.72806e+09,37
1.72806e+09,95.8
1.72806e+09,56.8
1.72806e+09,65.2
1.72806e+09,68.2
1.72806e+09,100.6
1.72806e+09,27.4
1.72806e+09,8.8
1.72806e+09,45.4
1.72806e+09,66.4
1.72806e+09,107.2
1.72806e+09,91
1.72806e+09,69.4
1.72806e+09,109.6
1.72806e+09,57.4
1.72806e+09,50.8
1.72806e+09,70.6
1.72806e+09,38.2
1.72806e+09,21.4
1.72806e+09,56.2
1.72806e+09,23.2
1.72806e+09,34
1.72806e+09,61
1.72806e+09,54.4
1.72806e+09,85.6
1.72806e+09,19.6
1.72806e+09,59.8
1.72806e+09,52.6
1.72806e+09,4.6
1.72806e+09,7.6
1.72806e+09,23.8
1.72806e+09,36.4
1.72806e+09,34
1.72806e+09,26.8
1.72806e+09,30.4
1.72806e+09,18.4
1.72806e+09,31.6
1.72806e+09,18.4
1.72806e+09,20.2
1.72806e+09,94
1.72806e+09,8.8
1.72806e+09,10
1.72806e+09,21.4
1.72806e+09,26.8
1.72806e+09,20.2
1.72806e+09,50.8
1.72806e+09,27.4
1.72806e+09,100
1.72806e+09,59.8
1.72806e+09,71.2
1.72806e+09,20.2
1.72806e+09,37
1.72806e+09,67
1.72806e+09,46
1.72806e+09,35.8
1.72806e+09,43
1.72806e+09,43.6
1.72806e+09,20.2
1.72806e+09,28
1.72806e+09,95.2
1.72806e+09,105.4
1.72806e+09,88
1.72806e+09,8.2
1.72806e+09,11.2
1.72806e+09,11.8
1.72806e+09,11.8
1.72806e+09,11.8
1.72806e+09,12.4
1.72806e+09,12.4
1.72806e+09,12.4
1.72806e+09,12.4
1.72806e+09,12.4
1.72806e+09,12.4
1.72806e+09,12.4
1.72806e+09,12.4
1.72806e+09,13
1.72806e+09,13
1.72806e+09,13.6
1.72806e+09,13
1.72806e+09,13.6
1.72806e+09,13.6
1.72806e+09,13.6
1.72806e+09,13.6
1.72806e+09,13.6
1.72806e+09,13.6
1.72806e+09,25.6
1.72806e+09,34.6
1.72806e+09,22
1.72806e+09,19
1.72806e+09,18.4
1.72806e+09,22.6
1.72806e+09,24.4
1.72806e+09,17.2
1.72806e+09,15.4
1.72806e+09,14.8
1.72806e+09,20.8
1.72806e+09,36.4
1.72806e+09,38.2
1.72806e+09,14.2
1.72806e+09,36.4
1.72806e+09,61.6
1.72806e+09,34
