,time,soc,curr,volt
741,44:04.2,65,1.5,340.7
742,44:11.8,65,1.9,340.7
743,44:20.0,65,4,340.6
744,44:27.9,65,2.2,340.8
745,44:35.8,65,2.3,340.8
746,44:43.8,65,2.5,340.8
747,44:51.8,65,2.3,340.8
748,44:59.8,65,2.4,340.8
749,45:07.8,65,2.4,340.9
750,45:15.9,65,2.3,340.9
751,45:24.1,65,2.2,340.9
752,45:31.8,65,2.4,340.9
753,57:09.1,65,3.1,341.4
754,57:16.6,65,3.3,340.8
755,57:24.2,65,27.5,339.6
756,57:31.7,65,4.3,340.7
757,58:20.7,65,19,339.9
758,58:21.5,65,19,339.9
759,58:21.5,65,19,339.9
760,58:21.5,65,19,339.9
761,58:40.5,65,30.5,339
762,58:48.0,65,61.9,338.1
763,58:55.5,64.5,64,335.7
764,59:03.0,64.5,69.7,335.4
765,59:10.8,64.5,-32.5,341.1
766,59:19.4,64.5,-22.3,340.3
767,59:27.0,64.5,82.8,335.1
768,59:34.5,64,47.9,336.5
769,59:42.1,64,30.7,337
770,59:49.6,64,138.6,330.6
771,59:57.5,64,124.8,330.9
772,00:05.1,64,44,335.1
773,00:12.6,64,-22.8,339.4
774,00:20.1,63.5,20.6,337.1
775,00:27.6,63.5,-48.1,341
776,00:35.8,63.5,37.1,336.2
777,00:43.6,63.5,75.1,334.4
778,00:53.4,63.5,1,337.9
779,01:01.3,63.5,28,336.7
780,01:09.3,63.5,12,337.4
781,01:17.2,63.5,49,335.7
782,01:24.9,63.5,-15.6,339
783,01:32.1,63.5,8.8,337.9
784,01:39.7,63.5,-0.3,338.6
785,01:47.2,63.5,17.7,337.6
786,01:54.7,63.5,12.7,338
787,02:02.2,63.5,16.5,337.8
788,02:09.9,63.5,9.2,337.9
789,02:17.4,63.5,78.9,334.3
790,02:25.2,63.5,3.1,337.9
791,02:32.7,63.5,67.7,334.5
792,02:40.2,63,12.4,337.2
793,02:47.7,63,30,336.7
794,02:55.3,63,72,335
795,03:02.8,63,-42,340.6
796,03:10.3,63,169.9,330
797,03:17.7,63,6,337.8
798,03:25.3,63,7.9,337.4
799,03:32.8,63,17.8,337
800,03:40.7,63,15,337
801,03:48.3,63,56.6,335
802,03:56.0,63,-28.4,339.4
803,04:03.8,63,-39.2,340.5
804,04:11.3,63,20.3,337.5
805,04:18.9,63,36.2,336.1
806,04:26.9,63,19.5,337.1
807,04:34.4,63,26.9,336.9
808,04:42.1,63,-21.6,338.9
809,04:49.3,62.5,62.9,334.2
810,04:56.9,62.5,-5.1,337.7
811,05:04.4,62.5,39.2,335.4
812,05:11.9,62.5,-73.8,342.3
813,05:20.7,62.5,14.7,338.3
814,05:29.5,62.5,75.6,334
815,05:41.0,62.5,66,333.7
816,05:48.5,62.5,5.1,336.7
817,05:56.4,62,43.4,334.8
818,06:04.7,62,47.3,334.7
819,06:17.1,62,-12.7,337.4
820,06:18.4,62,-12.7,337.4
821,06:25.2,62,-38.2,339.3
822,06:32.7,62,5.4,337
823,06:41.0,62,16.9,336.7
824,06:54.1,62,24.2,336.4
825,06:54.1,62,24.2,336.4
826,07:02.6,62,33.4,335.3
827,07:10.2,62,-30.4,338.9
828,07:18.3,62,-5.9,337.7
829,07:26.1,62,-23.5,338.8
830,07:33.8,62,10.2,337.4
831,07:41.1,62,39.9,335.3
832,07:48.6,62,65.4,333.6
833,07:56.1,62,15.5,335.9
834,08:04.0,62,11.7,336.8
835,08:13.6,62,-43.4,339.8
836,08:22.4,62,-18.1,338.7
837,08:34.9,62,2.5,337.1
838,08:42.7,62,104.2,332.7
839,08:50.3,62,18,337.4
840,08:59.2,62,-12.3,338.6
841,09:13.0,62,-3.6,338.3
842,09:20.6,62,2.2,337.9
843,09:28.2,62,2.1,337.9
844,09:35.7,62,2.1,337.9
845,09:43.2,62,2.2,337.9
846,09:50.6,62,7.4,337.6
847,09:58.7,62,12.3,337.3
848,10:08.8,62,58.7,334.9
849,10:16.3,62,45.9,334.9
850,10:23.9,61.5,-9.8,337.3
851,10:31.2,61.5,-0.4,337.4
852,10:54.4,61.5,16.1,336.3
853,10:54.4,61.5,16.1,336.3
854,10:54.4,61.5,16.1,336.3
855,10:54.4,61.5,16.1,336.3
856,11:03.2,61.5,2.1,337.5
857,11:12.7,61.5,20.4,336.5
858,11:20.5,61.5,65.3,334
859,11:28.1,61.5,27.5,334.8
860,11:35.8,61.5,59.6,333.4
861,11:43.6,61.5,-60.9,340
862,11:51.8,61.5,54.5,334
863,12:00.4,61,18,335.1
864,12:08.1,61,-22.7,337.4
865,12:15.7,61,9.9,337.3
866,12:23.2,61,-40.1,339.2
867,12:30.6,61,21.7,336.1
868,12:38.1,61,43.6,334.6
869,12:45.7,61,22.2,335.7
870,12:53.2,61,-80.7,341.1
871,13:00.7,61,-4.3,337.4
872,13:08.8,61,0.6,336.4
873,13:16.5,61,-27.6,337.8
874,13:24.2,61,93.3,331.4
875,13:31.7,61,-36.7,338.6
876,13:39.3,61,32.1,335
877,13:47.4,61,-41.2,339.4
878,13:56.4,61,4.6,337
879,14:04.8,61,2,337.1
880,14:12.9,61,2.1,337.1
881,14:22.1,61,2.1,337
882,14:30.2,61,2,337.1
883,14:40.2,61,4,336.9
884,14:48.0,61,2.1,337
885,14:59.3,61,2.1,337.1
886,15:17.6,61,44.9,334.2
887,15:18.3,61,44.9,334.2
888,15:18.3,61,44.9,334.2
889,15:19.3,60.5,4.2,336.2
890,15:28.5,60.5,1.5,336.4
891,15:36.4,60.5,48.9,333.7
892,15:44.1,60.5,-12.2,336.9
893,15:51.9,60.5,-25.4,338.3
894,15:59.6,60.5,-32,338.4
895,16:07.4,60.5,42.6,334.4
896,16:15.1,60.5,0.4,337
897,16:22.8,60.5,2.4,336.8
898,16:30.4,60.5,2.1,336.8
899,16:37.9,60.5,22.5,335.7
900,16:45.5,60.5,-55.2,339.6
901,16:52.9,60.5,61.1,333.6
902,17:00.5,60.5,-31.4,338.3
903,17:08.1,60.5,5.6,336.1
904,17:16.0,60.5,14,335.9
905,17:25.3,60.5,1.9,336.4
906,17:33.5,60.5,10.4,335.7
907,17:41.2,60.5,18.4,335.9
908,17:49.0,60.5,-11.2,337.3
909,17:56.5,60.5,-8.5,337.2
910,18:04.0,60.5,40.4,334.5
911,18:12.0,60.5,-29,337.8
912,18:19.5,60.5,26.9,335
913,18:27.0,60,27.2,334.7
914,18:35.3,60,5.1,335.6
915,18:46.1,60,-4.9,336
916,18:53.6,60,-19.4,337.5
917,19:01.2,60,-5.7,336.8
918,19:19.8,60,51.5,333.5
919,19:27.4,60,22.9,334.9
920,19:35.2,60,28.6,334.4
921,19:42.6,60,42.9,333.4
922,19:50.2,60,2.8,335.4
923,19:57.7,60,-0.4,335.5
924,20:02.9,60,-0.4,335.5
925,20:19.0,60,-8.3,336.3
926,20:19.7,60,-8.3,336.3
927,20:21.4,60,24.7,334.8
928,20:28.9,59.5,60.7,332.6
929,20:37.5,59.5,-2.5,335.8
930,20:46.6,59.5,86.7,330.7
931,20:54.2,59.5,44.8,333
932,21:01.5,59.5,-20.9,335.6
933,21:10.2,59.5,-28.8,337.1
934,21:18.2,59.5,16.8,335.1
935,21:25.5,59.5,175.2,326.8
936,21:39.2,59.5,-52.1,338.8
937,21:53.3,59.5,48.7,334.2
938,22:07.4,59.5,-37.4,338.1
939,22:21.2,59.5,32.4,334.5
940,22:35.3,59.5,-3,336.2
941,22:49.5,59.5,21.6,334.5
942,23:03.3,59,30.2,333.9
943,23:17.4,59,45.6,333
944,23:31.3,59,10.1,334.6
945,23:45.5,59,13.6,334.9
946,24:06.3,59,25.4,334.2
947,24:06.4,59,25.4,334.2
948,24:12.6,59,87.1,330.1
949,24:20.5,58.5,-110.2,339.4
950,24:27.7,58.5,8.8,334.4
951,24:35.2,58.5,18.1,334.5
952,24:42.9,58.5,127.3,328.7
953,24:50.2,58.5,23.3,333.7
954,24:57.8,58.5,138.3,326.6
955,25:07.3,58.5,28.4,332.3
956,25:16.7,58.5,-31.7,336.1
957,25:24.5,58.5,13.3,334
958,25:32.3,58.5,89,329.9
959,25:40.6,58.5,143,327.6
960,25:48.3,58,195,324.2
961,25:56.3,58,40.2,330.6
962,26:03.8,58,142.6,327.6
963,26:11.6,58,4.8,332.9
964,26:19.4,58,-105.1,339.3
965,26:31.0,58,-105.1,339.3
966,26:31.0,58,-105.1,339.3
967,26:40.9,58,28.9,332.1
968,26:48.7,58,-2.1,334.2
969,26:56.9,58,81.2,329.8
970,27:06.0,58,-34.4,336
971,27:13.3,58,38.8,332.3
972,27:37.0,58,36.8,332.4
973,27:37.0,58,36.8,332.4
974,27:37.0,58,36.8,332.4
975,27:37.0,58,36.8,332.4
976,27:48.6,57.5,15.9,333.6
977,27:56.6,58,2.2,334.8
978,28:04.8,58,2.1,334.7
979,28:12.7,58,2.2,334.7
980,28:20.6,58,2.2,334.7
981,28:28.7,58,2.3,334.7
982,28:36.6,58,2.3,334.7
983,28:44.7,58,2.3,334.7
984,28:52.6,58,2.2,334.8
985,29:00.5,58,2.3,334.8
986,29:08.6,57.5,17.6,333.8
987,29:16.5,57.5,18.7,333.9
988,29:24.0,57.5,11.9,333.5
989,29:31.5,57.5,-9.6,335
990,29:39.7,57.5,-25.1,336.2
991,29:47.7,57.5,-5.5,335.1
992,29:55.6,57.5,-0.1,334.8
993,30:03.1,57.5,2.4,334.6
994,30:12.3,57.5,2.2,334.6
995,30:19.6,57.5,2.2,334.7
996,30:27.6,57.5,2.4,334.6
997,30:35.1,57.5,4.1,334.5
998,30:42.6,57.5,5.6,334.4
999,30:51.2,57.5,4.2,334.5
1000,30:58.8,57.5,4.9,334.4
1001,31:07.0,57.5,3.9,334.5
1002,31:14.9,57.5,3.5,334.5
1003,31:22.6,57.5,2.3,334.6
1004,31:30.5,57.5,2.3,334.6
1005,31:38.2,57.5,2.3,334.6
1006,31:45.7,57.5,2.2,334.6
1007,31:53.6,57.5,3.9,334.5
1008,32:01.2,57.5,4.4,334.5
1009,32:08.7,57.5,2.7,334.6
1010,32:16.7,57.5,2.6,334.6
1011,32:24.3,57.5,4.2,334.5
1012,32:31.9,57.5,5,334.4
1013,32:39.2,57.5,3.9,334.5
1014,32:46.7,57.5,3.2,334.5
1015,32:54.5,57.5,4.1,334.5
1016,33:02.2,57.5,2.8,334.5
1017,33:09.8,57.5,2.4,334.6
1018,33:17.3,57.5,2.3,334.4
1019,33:24.8,57.5,2.2,334.6
1020,33:32.3,57.5,2.7,334.6
1021,33:39.8,57.5,1,334.7
1022,33:47.3,57.5,2.8,334.6
1023,33:54.8,57.5,2.1,334.6
1024,34:02.3,57.5,0.9,334.7
1025,34:09.8,57.5,2.7,334.6
1026,34:17.4,57.5,2.2,334.6
1027,34:25.3,57.5,1,334.7
1028,34:32.9,57.5,3.6,334.6
1029,34:41.3,57.5,2,334.7
1030,34:48.9,57.5,2.6,334.5
1031,34:56.9,57.5,2,334.7
1032,35:04.9,57.5,2.6,334.6
1033,35:12.9,57.5,2.4,334.6
1034,35:21.0,57.5,0.8,334.7
1035,35:28.9,57.5,2.7,334.6
1036,35:37.2,57.5,2.2,334.6
1037,35:45.2,57.5,1.4,334.7
1038,35:52.7,57.5,2.3,334.6
1039,36:00.7,57.5,2,334.6
1040,36:08.5,57.5,1.5,334.7
1041,36:16.4,57.5,2.3,334.6
1042,36:24.3,57.5,2.7,334.6
1043,36:32.2,57.5,0.9,334.7
1044,36:40.6,57.5,2,334.6
1045,36:48.6,57.5,2.5,334.6
1046,36:56.4,57.5,0.8,334.7
1047,37:04.6,57.5,2.6,334.6
1048,37:12.1,57.5,2,334.6
1049,37:19.6,57.5,0.7,334.7
1050,37:27.1,57.5,3.4,334.6
1051,37:34.6,57.5,2.1,334.6
1052,37:42.3,57.5,2.5,334.6
1053,37:50.2,57.5,2,334.6
1054,37:57.7,57.5,2,334.6
1055,38:05.8,57.5,2.4,334.6
1056,38:13.6,57.5,1.9,334.6
1057,38:21.3,57.5,2,334.6
1058,38:28.6,57.5,2,334.6
1059,38:36.1,57.5,2,334.6
1060,38:43.6,57.5,2,334.6
1061,38:51.1,57.5,2,334.6
1062,38:59.8,57.5,2,334.6
1063,39:14.1,57.5,2.2,334.6
1064,39:21.9,57,2.5,334.5
1065,39:29.8,57,7.9,334.2
1066,39:37.5,57,4.4,334.3
1067,39:45.5,57,3.4,334.4
1068,39:53.3,57,2.3,334.4
1069,40:00.8,57,5.6,334.2
1070,40:08.3,57,3.7,334.3
1071,40:16.7,57,7.5,334.1
1072,40:24.5,57,2.4,334.4
1073,39:07.6,57,0,334.9
1074,39:15.5,57,2.8,334.7
1075,39:23.2,57,4,334.6
1076,39:31.0,57,4.1,334.6
1077,39:38.8,57,4,334.6
1078,39:46.8,57,4,334.5
1079,39:54.7,57,3.8,334.5
1080,40:03.0,57,3.7,334.5
1081,40:10.5,57,4,334.5
1082,40:18.1,57,5.9,334.4
1083,40:25.6,57,5.1,334.4
1084,40:33.0,57,5.3,334.3
1085,40:40.8,57,5.3,334.3
1086,40:48.5,57,5.2,334.3
1087,40:56.0,57,5.1,334.2
1088,41:03.6,57,5.1,334.2
1089,41:11.1,57,4.6,334.2
1090,41:19.1,57,5.9,334.1
1091,41:26.5,57,4.9,334.2
1092,41:34.1,57,6.4,334.1
1093,41:41.6,57,4.6,334.2
1094,41:49.1,57,29.3,332.5
1095,41:56.6,57,-12.4,335
1096,42:04.1,57,4,334.1
1097,42:11.6,57,7.2,334
1098,42:19.1,57,21.1,333
1099,42:26.6,57,33.3,332.4
1100,42:34.6,57,17.3,333.1
1101,42:42.3,57,44.9,331.7
1102,42:49.7,57,0.7,334.3
1103,42:57.7,57,4.1,334
1104,43:05.2,57,4.1,334
1105,43:12.7,57,4.3,334
1106,43:21.0,57,3.9,334
1107,43:29.0,57,10.3,333.8
1108,43:36.8,56.5,36.2,331.8
1109,43:44.5,56.5,106.7,328.3
1110,43:52.5,56.5,-15.4,334.6
1111,44:00.3,56.5,23.4,332.8
1112,44:07.9,56.5,3.6,333.5
1113,44:15.2,56.5,17.9,332.9
1114,44:22.7,56.5,-1.7,334
1115,44:30.2,56.5,7.3,333.6
1116,44:37.7,56.5,10.9,333.4
1117,44:45.9,56.5,-3.2,334.2
1118,44:53.3,56.5,29.9,332.2
1119,45:05.9,56.5,7.3,332.8
1120,45:13.4,56.5,71,329.5
1121,45:21.3,56.5,3.8,333.5
1122,45:28.8,56.5,26.5,332.7
1123,45:36.3,56.5,51.5,331.1
1124,45:43.8,56.5,37.4,331.3
1125,45:51.4,56,104.5,327.8
1126,45:59.3,56,86.5,328.5
1127,46:07.0,56,46,330.1
1128,46:14.8,56,83,328.3
1129,46:22.5,56,-52.7,335.5
1130,46:30.5,56,67,329.9
1131,46:38.4,56,48.4,330.5
1132,46:45.8,56,47.8,330.2
1133,46:53.5,56,34.3,330.8
1134,47:01.9,56,34.2,330.9
1135,47:10.8,56,9,332.5
1136,47:21.5,55.5,35.7,330.5
1137,47:29.4,55.5,145.4,324.8
1138,47:36.9,55.5,21,331.2
1139,47:44.6,55.5,-30.3,334.4
1140,47:52.4,55.5,-82.8,337.7
1141,47:59.9,55.5,0.9,332.9
1142,48:07.4,55.5,-20.7,334.1
1143,48:14.9,55.5,-13.1,333.7
1144,48:24.1,55.5,37.4,331.2
1145,48:32.0,55.5,46,330.4
1146,48:40.2,55.5,22.2,331.5
1147,48:48.0,55.5,-24,334
1148,49:01.8,55.5,75.4,328.5
1149,49:15.7,55.5,-14.9,334
1150,49:29.7,55.5,-0.6,333.4
1151,49:43.9,55.5,-8.8,333.4
1152,49:57.7,55.5,-7.7,333.2
1153,50:11.3,55,30.9,331
1154,50:29.3,55,-46.7,335
1155,50:30.4,55,-46.7,335
1156,50:43.2,55,-51.4,335.3
1157,50:57.5,55,10.3,332
1158,51:11.3,55,-19,332.4
1159,51:25.2,55,19.1,330.9
1160,51:39.4,55,55.3,329.2
1161,51:53.5,55,-6.5,332.4
1162,52:07.5,55,5.6,331.8
1163,52:21.6,54.5,34.3,330.2
1164,52:38.2,54.5,9.9,331.4
1165,52:38.5,54.5,9.9,331.4
1166,52:46.1,54.5,28.8,329.9
1167,52:54.2,54.5,59.7,328.1
1168,53:13.4,54.5,48.8,328.6
1169,53:13.9,54.5,48.8,328.6
1170,53:13.9,54.5,48.8,328.6
1171,53:20.8,54,92.6,325.6
1172,53:28.3,54,83.4,325.8
1173,53:45.5,54,-49.8,332.6
1174,53:45.5,54,-49.8,332.6
1175,53:46.3,54,-49.8,332.6
1176,53:56.6,54,-36.1,332.8
1177,54:15.0,54,33.7,329.1
1178,54:15.1,54,33.7,329.1
1179,54:15.1,54,33.7,329.1
1180,54:26.4,53.5,128,323.8
1181,54:34.4,53.5,31.1,327.9
1182,54:43.9,53.5,-104.4,336
1183,54:55.3,53.5,6.4,330.8
1184,55:02.9,53.5,31.3,328.9
1185,55:11.2,53,-47.1,332.5
1186,55:18.7,53,58.7,327.6
1187,55:26.5,53,160.4,322.3
1188,55:34.0,53,-64,332.6
1189,55:42.0,53,34.8,329.4
1190,55:49.5,53,75.3,327.5
1191,55:56.9,53,26.6,328.9
1192,56:04.4,53,-50.6,333.2
1193,56:12.0,53,119.6,325
1194,56:20.8,53,154.6,322.9
1195,56:29.6,52.5,-47.7,332.4
1196,56:43.6,52.5,23.5,328.9
1197,56:44.4,52.5,23.5,328.9
1198,56:51.0,52.5,47,328.2
1199,56:58.8,52.5,58.3,327.1
1200,57:06.0,52.5,-87.4,334.3
1201,57:13.6,52.5,53.6,327.3
1202,57:21.1,52.5,-135.9,336.4
1203,57:28.6,52.5,80.2,326
1204,57:36.4,52.5,36.5,328.1
1205,57:44.7,52.5,49.2,327.4
1206,57:53.3,52,-28.3,331.4
1207,58:00.9,52.5,-7.2,330.7
1208,58:08.1,52,-10.1,330.4
1209,58:15.6,52,19.5,329.1
1210,58:23.2,52,28.4,328.4
1211,58:30.7,52,-30.9,331.4
1212,58:38.1,52,-1.4,330.1
1213,58:45.7,52,91.9,325.1
1214,58:54.2,52,49.9,326.6
1215,59:01.6,52,44,327
1216,59:09.2,51.5,40.3,327.2
1217,59:16.7,51.5,35.7,327.6
1218,59:24.7,51.5,33.5,327.9
1219,59:32.2,51.5,42.4,326.5
1220,59:39.7,51.5,-81.9,333.7
1221,59:47.7,51.5,-17.3,330.7
1222,59:55.3,51.5,34.3,328.1
1223,00:08.9,51.5,32.7,328
1224,00:16.2,51.5,21.5,328.6
1225,00:23.8,51.5,49.1,327.2
1226,00:33.7,51.5,0.8,329.6
1227,00:42.9,51.5,3.6,329.6
1228,00:50.8,51.5,4.8,331.1
1229,00:58.3,51.5,-9,331
1230,01:06.4,51.5,3.1,330.6
1231,01:13.9,51.5,-31.4,332
1232,01:21.3,51.5,3,330.7
1233,01:29.0,51.5,10.3,330.2
1234,01:36.8,51.5,-43,332.9
1235,01:47.0,51.5,-0.4,330.7
1236,01:54.4,51.5,8.9,329.8
1237,02:03.8,51.5,16.9,329.6
1238,02:11.4,51.5,57.1,327.4
1239,02:19.5,51.5,5.5,330
1240,02:27.0,51.5,-60.5,333.1
1241,02:35.0,51.5,18.8,329.6
1242,02:42.5,51.5,34.8,328.1
1243,02:50.0,51.5,43.5,327.7
1244,02:57.4,51.5,2.6,330
1245,03:05.4,51.5,-23.8,331.5
1246,03:12.9,51.5,24.7,329.4
1247,03:20.5,51.5,48.9,328
1248,03:28.1,51,4.6,330.1
1249,05:55.6,51,16.1,328.6
1250,06:03.2,50.5,2.8,329.9
1251,06:10.7,50.5,2.8,330
1252,06:18.5,50.5,2.8,330
1253,06:26.4,50.5,2.9,330
1254,06:34.2,50.5,41.6,328.1
1255,06:41.6,50.5,126.7,323.3
1256,06:49.3,50.5,10.5,328.5
1257,06:57.2,50.5,12.3,328.8
1258,07:05.6,50.5,45.3,326.4
1259,07:14.2,50.5,27.9,327.5
1260,07:22.2,50,53.5,325.8
1261,07:32.3,50,23.3,327.4
1262,07:40.0,50,22.8,328
1263,07:48.0,50,-15.5,330.1
1264,07:55.9,50,-14.8,330
1265,08:03.7,50,-3,329.6
1266,08:11.4,50,-25.2,330.6
1267,08:20.1,50,41.6,326.9
1268,08:27.8,50,172.9,318.7
1269,08:35.4,50,0.5,328.1
1270,08:43.1,50,51.9,325.2
1271,08:50.9,49.5,37.6,325.6
1272,08:58.3,49.5,-20.3,329.6
1273,09:09.7,49.5,82.8,323.3
1274,09:17.2,49.5,-49.8,330.6
1275,09:25.9,49.5,-27.5,329.9
1276,09:33.3,49.5,-51.2,330.5
1277,09:40.8,49.5,24.3,328.2
1278,09:48.3,49.5,43.8,326.7
1279,09:56.0,49.5,0.5,328.2
1280,10:05.7,49.5,18,326.9
1281,10:10.8,49.5,18,326.9
1282,10:16.1,49.5,18,326.9
1283,10:36.4,49.5,-107.4,334.4
1284,10:43.9,49.5,35,327.2
1285,10:51.4,49.5,42.9,327.2
1286,10:59.1,49.5,-41.8,330.9
1287,11:06.9,49.5,37.2,326.8
1288,11:14.7,49.5,-75.4,332.3
1289,11:22.7,49.5,55.3,326
1290,11:30.1,49.5,52.2,326.2
1291,11:37.9,49.5,0.7,328.9
1292,11:45.4,49.5,-36.5,331.6
1293,11:53.2,49.5,84.8,324.9
1294,12:00.9,49.5,5.6,328.5
1295,12:08.4,49.5,-11.6,329.6
1296,12:16.0,49.5,-13.3,329.8
1297,12:23.6,49.5,37.1,327.2
1298,12:31.0,49,59.7,325.9
1299,12:38.4,49,44.2,326.4
1300,12:46.2,49,-14.9,329.6
1301,12:56.3,49,6,328.6
1302,13:04.0,49,18.9,328
1303,13:11.7,49,-0.9,329.2
1304,13:20.0,49,140.8,321.1
1305,13:30.0,49,-61,331.1
1306,13:37.5,49,46.7,325.5
1307,13:45.3,49,-80.8,332.5
1308,13:52.9,49,-25.9,330.5
1309,14:00.7,49,-1.1,329.3
1310,14:08.1,49,2.5,329
1311,14:15.9,49,2.5,329
1312,14:23.8,49,2.6,329
1313,14:31.8,49,2.6,329.1
1314,14:39.7,49,2.5,329.1
1315,14:47.4,49,2.5,329.1
1316,14:55.4,49,2.5,329.1
1317,15:09.6,49,2.6,329.1
1318,15:17.3,49,64.1,325.4
1319,15:26.2,49,14.6,327.6
1320,15:33.9,49,-5.2,329
1321,15:41.7,49,18.5,327.8
1322,15:53.4,48.5,17.8,327.7
1323,15:54.5,48.5,17.8,327.7
1324,16:01.2,48.5,51.6,326.3
1325,16:12.7,48.5,118.5,321.7
1326,16:20.7,48.5,-5.2,329.2
1327,16:29.8,48.5,69.5,325.1
1328,16:38.8,48.5,-51.1,331.3
1329,16:46.7,48.5,-11.5,329.8
1330,16:54.3,48.5,33,327.5
1331,17:01.7,48.5,-19.2,329.7
1332,17:09.3,48.5,86,324.2
1333,17:16.8,48.5,-24.9,329.7
1334,17:24.6,48.5,13.7,328
1335,17:32.4,48.5,-19,329.8
1336,17:40.3,48.5,-61.3,332
1337,17:47.8,48.5,2.5,329
1338,17:55.3,48.5,2.4,329
1339,18:02.9,48.5,2.3,329
1340,18:10.5,48.5,2.4,329
1341,18:18.1,48.5,2.4,329
1342,18:26.1,48.5,2.4,329
1343,18:34.1,48.5,2.6,329
1344,18:41.9,48.5,2.6,329
1345,18:49.6,48.5,2.6,329
1346,18:57.1,48.5,2.5,329
1347,19:05.1,48.5,2.6,329
1348,19:13.1,48.5,2.6,329
1349,19:20.9,48.5,2.6,329
1350,19:28.6,48.5,2.6,329
1351,19:36.1,48.5,2.6,329.1
1352,19:44.1,48.5,2.6,329.1
1353,19:52.0,48.5,2.7,329.1
1354,19:59.4,48.5,2.5,329.1
1355,20:06.9,48.5,2.4,329.1
1356,20:14.5,48.5,58.6,326
1357,20:22.5,48.5,45.4,326.4
1358,20:30.0,48.5,-20.5,330.2
1359,20:37.5,48.5,16.5,328.2
1360,20:45.0,48.5,6.4,328.6
1361,20:52.5,48.5,8.2,328.7
1362,21:00.0,48.5,-2.5,329.2
1363,21:07.5,48.5,7.3,328.6
1364,21:15.0,48.5,2.6,328.9
1365,21:22.6,48.5,2.6,328.9
1366,21:30.2,48.5,2.9,328.9
1367,21:38.9,48.5,1.6,328.9
1368,21:47.4,48.5,3.1,328.9
1369,22:01.4,48.5,2.6,328.9
1370,22:15.3,48.5,2.7,328.9
1371,22:29.7,48.5,2.6,328.9
1372,22:44.0,48.5,2.5,329
1373,22:57.7,48.5,2.5,329
1374,23:11.3,48.5,2.6,329
1375,23:25.5,48.5,2.7,329
1376,23:33.2,48.5,10.3,328.6
1377,23:40.7,48.5,-1,329.2
1378,23:51.6,48.5,15,328.2
1379,23:59.2,48.5,2.6,329
1380,24:06.7,48.5,3.6,328.9
1381,24:14.2,48.5,5.7,328.8
1382,24:21.7,48,17.1,328.1
1383,24:45.9,48,140.4,321.5
1384,24:45.9,48,140.4,321.5
1385,24:45.9,48,140.4,321.5
1386,24:45.9,48,140.4,321.5
1387,24:57.4,48,-64.2,332
1388,25:05.0,48,2.3,328.7
1389,25:12.4,48,2.4,328.7
1390,25:20.1,48,2.5,328.7
1391,25:27.5,48,15,328
1392,25:37.4,48,11,328.1
1393,25:45.0,48,37.7,326.5
1394,25:53.0,48,16,327.4
1395,26:00.3,48,5.5,328
1396,26:07.8,48,89.1,324.2
1397,26:15.4,48,-67.7,331.8
1398,26:22.9,48,7.3,328.5
1399,26:33.6,48,94,323.7
1400,26:42.4,48,-61.9,331.3
1401,26:49.9,48,3.1,328.6
1402,26:57.4,48,2.4,328.6
1403,27:04.8,48,2.4,328.6
1404,27:12.4,48,2.5,328.6
1405,27:19.9,48,2.5,328.6
1406,27:27.4,48,4.5,328.5
1407,27:35.4,48,2.4,328.6
1408,27:42.9,48,2.4,328.7
1409,27:50.4,48,2.4,328.7
1410,27:58.1,48,2.5,328.7
1411,28:06.0,48,2.5,328.7
1412,28:13.7,48,2.6,328.7
1413,28:21.2,48,27.7,327.5
1414,28:29.2,47.5,-15.7,329.1
1415,28:37.0,47.5,-44.8,330.7
1416,28:44.5,47.5,-20.5,329.2
1417,28:52.0,47.5,125.6,320.8
1418,28:59.5,47.5,79.7,324
1419,29:07.0,47.5,34.9,326
1420,29:14.5,47.5,-80,331.4
1421,29:22.1,47.5,41.4,325.8
1422,29:29.7,47.5,-50.9,329.9
1423,29:37.7,47.5,-89.8,331.9
1424,29:45.7,47.5,2.2,328.3
1425,29:54.2,47.5,65.8,325
1426,30:06.5,47.5,-12,328.2
1427,30:14.1,47.5,17.1,327.5
1428,30:21.6,47.5,-11.2,328.8
1429,30:29.2,47.5,-7.1,328.6
1430,30:37.2,47.5,16.6,327.5
1431,30:51.0,47.5,9,327.9
1432,31:04.8,47.5,-19.9,329.1
1433,31:19.1,47.5,32.5,326.4
1434,31:33.0,47,2.9,327.8
1435,31:55.8,47,11.2,327.4
1436,31:56.5,47,11.2,327.4
1437,31:58.4,47,28.9,326.5
1438,32:13.7,47,18.3,327
1439,32:27.3,47,3.5,327.7
1440,32:40.9,47,3.5,327.8
1441,32:55.2,47,3.9,327.9
1442,33:10.4,47,5.1,327.8
1443,33:24.7,47,2.7,328
1444,46:34.6,63,0,347
1445,46:48.6,63,2.1,346.8
1446,47:02.4,63,4.5,346.4
1447,47:16.1,63,6.5,346.2
1448,47:32.0,63,4.4,346.1
1449,47:45.6,63,-9.8,346.8
1450,47:59.2,63,7,345.9
1451,48:13.2,63,5.4,346
1452,48:27.2,63,-11.1,346.9
1453,48:41.2,63,3.5,346.1
1454,48:57.6,63,20.9,345.3
1455,49:11.4,63,-10.7,346.2
1456,49:25.4,63,1.2,345.9
1457,49:39.3,63,3.4,345.8
1458,49:53.3,63,3.2,345.7
1459,50:07.3,63,3.4,345.7
1460,50:21.3,63,3.4,345.7
1461,50:35.5,63,3,345.7
